canonical_id	status	collection_path	pdf_path	txt_path	pdf_bytes	txt_chars	text_extractor	pdf_sha256	source_url	label	page_url	error
MN 22	TEXT_EXTRACTED	majjhima-nikaya	majjhima-nikaya/mn22/mn22.pdf	majjhima-nikaya/mn22/mn22.txt	384660	60332	pymupdf	c631e7b234caba73be24af458155a67896b307e7e234d1e2868d7f5c779eba93	https://www.mindreleased.com/s/MN-22-Alagaddpama-Sutta.pdf	Alagaddūpama Sutta (The Simile of ‘Handling the Venomous Water-Snake’) MN22	https://www.mindreleased.com/pali-suttas	
AN 10.20	TEXT_EXTRACTED	anguttara-nikaya	anguttara-nikaya/an10-20/an10-20.pdf	anguttara-nikaya/an10-20/an10-20.txt	227617	7196	pymupdf	74782dde42fc0daaff7e947ba6d97d7476ac72e298875cf1351a8cdf49153bf5	https://www.mindreleased.com/s/AN-1020-Dutiya-Ariyvsa-Sutta.pdf	Dutiya Ariyāvāsa Sutta (Dispositions of the Noble Ones – Part 2) AN 10.20	https://www.mindreleased.com/pali-suttas	
SN 12.70	TEXT_EXTRACTED	samyutta-nikaya	samyutta-nikaya/sn12-70/sn12-70.pdf	samyutta-nikaya/sn12-70/sn12-70.txt	320331	34984	pymupdf	53b909dd679d0267bb16debbd3f5c4da2c3334a2595225e0f0979475cd020396	https://www.mindreleased.com/s/SN-1270-Susima-Paribbjaka-Sutta.pdf	Susīma Paribbājaka Sutta (The Wandering Ascetic Susīma) SN 12.70	https://www.mindreleased.com/pali-suttas	
DN 11	TEXT_EXTRACTED	digha-nikaya	digha-nikaya/dn11/dn11.pdf	digha-nikaya/dn11/dn11.txt	606883	97154	pymupdf	3030ff2bf09f9ecf7f81f43d362804b7b503c3003bcfaf9f876388b7865f5b2c	https://www.mindreleased.com/s/DN-11-Kevaha-Sutta.pdf	Kevaḍḍha (Kevaṭṭa) Sutta (Discourse to the Householder Kevaḍḍha) DN 11	https://www.mindreleased.com/pali-suttas	
SN 22.7	TEXT_EXTRACTED	samyutta-nikaya	samyutta-nikaya/sn22-07/sn22-07.pdf	samyutta-nikaya/sn22-07/sn22-07.txt	278911	18118	pymupdf	3ff94df064dd81c947359006f0b90270a11ec72361eaaeeca746a2f769b70d8d	https://www.mindreleased.com/s/SN-227-Updparitassan-Sutta.pdf	Paṭhama Upādāparitassanā Sutta (Tenacious Grabbing Agitates the Heart - Part 1) SN 22.7	https://www.mindreleased.com/pali-suttas	
AN 10.2	TEXT_EXTRACTED	anguttara-nikaya	anguttara-nikaya/an10-02/an10-02.pdf	anguttara-nikaya/an10-02/an10-02.txt	183400	4259	pymupdf	72cfa223a2bdb3ed253aa2d82a9507bb0b309c790c19df1848775faa20ec4be2	https://www.mindreleased.com/s/AN-102-Cetankara-Sutta-2bw9.pdf	Cetanākaraṇī Sutta (Not Needing the Intention) AN 10.2	https://www.mindreleased.com/pali-suttas	
AN 5.100	TEXT_EXTRACTED	anguttara-nikaya	anguttara-nikaya/an05-100/an05-100.pdf	anguttara-nikaya/an05-100/an05-100.txt	242159	10996	pymupdf	a27c4ca8489b5de5238df3852551d9bf9d994e55ab9ff85ab45ec3bfe08abccc	https://www.mindreleased.com/s/AN-5100-Kakudha-Sutta-2.pdf	Kakudha Sutta (With the Deva, Kakudha) AN 5.100	https://www.mindreleased.com/pali-suttas	
SN 22.6	TEXT_EXTRACTED	samyutta-nikaya	samyutta-nikaya/sn22-06/sn22-06.pdf	samyutta-nikaya/sn22-06/sn22-06.txt	251833	14273	pymupdf	b0333bfa33d3781c2d3791a66f8274172302164ee365a2f50b110c6357a6b381	https://www.mindreleased.com/s/SN-226-Paisalla-Sutta.pdf	Paṭisallāṇa Sutta (Retreat into Seclusion) SN 22.6	https://www.mindreleased.com/pali-suttas	
AN 3.60	TEXT_EXTRACTED	anguttara-nikaya	anguttara-nikaya/an03-60/an03-60.pdf	anguttara-nikaya/an03-60/an03-60.txt	316765	23374	pymupdf	97cb572de3f3f24d4abf7063932224a8400774e81212a2150893dd1cd239cd0a	https://www.mindreleased.com/s/AN-360-Sagrava-Sutta.pdf	Saṅgārava Sutta (Discourse to Saṅgārava) AN 3.60	https://www.mindreleased.com/pali-suttas	
DN 2	TEXT_EXTRACTED	digha-nikaya	digha-nikaya/dn02/dn02.pdf	digha-nikaya/dn02/dn02.txt	681843	137585	pymupdf	5ec759fa976c6de4ba4ec348c3232471b5c959ea89a0a6967751cce3466c00b7	https://www.mindreleased.com/s/DN-2-Smaaphala-Sutta.pdf	Sāmaññaphala Sutta (Fruits Gained by Truly Living the Life of a Recluse) DN 2	https://www.mindreleased.com/pali-suttas	
SN 22.3	TEXT_EXTRACTED	samyutta-nikaya	samyutta-nikaya/sn22-03/sn22-03.pdf	samyutta-nikaya/sn22-03/sn22-03.txt	278603	22327	pymupdf	da44bee301c2474dc572c82cbe0126aba13d8d704a0cd53c49da86d81f26a952	https://www.mindreleased.com/s/SN-223-Pathama-Hliddikni-Sutta.pdf	Paṭhama Hāliddikāni Sutta (The Householder Hāliddikāni – Part 1) SN 22.3	https://www.mindreleased.com/pali-suttas	
AN 8.54	TEXT_EXTRACTED	anguttara-nikaya	anguttara-nikaya/an08-54/an08-54.pdf	anguttara-nikaya/an08-54/an08-54.txt	206170	12703	pymupdf	7375e5dac5dd13f8881271450cda863cb957564fb6989928e58840d7b2a848ad	https://www.mindreleased.com/s/AN-854-Dghaju-Sutta.pdf	Dīghajāṇu Sutta (To Dīghajāṇu) AN 8.54	https://www.mindreleased.com/pali-suttas	
DN 1	TEXT_EXTRACTED	digha-nikaya	digha-nikaya/dn01/dn01.pdf	digha-nikaya/dn01/dn01.txt	796033	188451	pymupdf	434936722c397e1dfb9bd19ff2ccf952850cb9b1a0414bb7703aff5ce907fc1b	https://www.mindreleased.com/s/DN-1-Brahmajla-Sutta.pdf	Brahmajāla Sutta (All-Encompassing Net of Wrong Views) DN 1	https://www.mindreleased.com/pali-suttas	
SN 52.17	TEXT_EXTRACTED	samyutta-nikaya	samyutta-nikaya/sn52-17/sn52-17.pdf	samyutta-nikaya/sn52-17/sn52-17.txt	227810	9619	pymupdf	992bcb7e1f3021a444e5b14f759e83a223e05913fb3d9485afdb8ea475614cef	https://www.mindreleased.com/s/SN-5217-Sabbattha-Gmini-Sutta.pdf	Sabbattha Gāmini Sutta (Where All the Different Paths of Practice Lead) SN 52.17	https://www.mindreleased.com/pali-suttas	
MN 126	TEXT_EXTRACTED	majjhima-nikaya	majjhima-nikaya/mn126/mn126.pdf	majjhima-nikaya/mn126/mn126.txt	208268	28917	pymupdf	e9a0225a2828604fc11c350f6d9e55176acda2600ee3c66e26e46648669df584	https://www.mindreleased.com/s/MN-126-Bhmija-Sutta.pdf	Bhūmija Sutta (Discourse to Bhūmija) MN 126	https://www.mindreleased.com/pali-suttas	
DN 32	TEXT_EXTRACTED	digha-nikaya	digha-nikaya/dn32/dn32.pdf	digha-nikaya/dn32/dn32.txt	416533	32433	pymupdf	5215a325337933046005b7ffee34ccd2ae0f3b3ca7dc6a4baa90c3e565b3cc14	https://www.mindreleased.com/s/DN-32-niya-Sutta.pdf	Āṭānāṭiya Sutta (Āṭānāṭiya: The Mighty Protection) DN 32	https://www.mindreleased.com/pali-suttas	
MN 50	TEXT_EXTRACTED	majjhima-nikaya	majjhima-nikaya/mn50/mn50.pdf	majjhima-nikaya/mn50/mn50.txt	269263	41634	pymupdf	f28a060b5fd92bfb651932879f12a9c36ac0b3419a3a5c7bc2749cdc1bb85722	https://www.mindreleased.com/s/MN-50-Mra-Tajjanya-Sutta.pdf	Māra Tajjanīya Sutta (Scolding and Teaching Māra a Lesson) MN 50	https://www.mindreleased.com/pali-suttas	
SN 47.12	TEXT_EXTRACTED	samyutta-nikaya	samyutta-nikaya/sn47-12/sn47-12.pdf	samyutta-nikaya/sn47-12/sn47-12.txt	249894	6931	pymupdf	d8184fdbf63f684fc84c6a60e9380f38d24259a3d768009092def47c384f3a0a	https://www.mindreleased.com/s/SN-4712-Nand-Sutta.pdf	Nāḷandā Sutta (Discourse at Nālandā: Sāriputta’s Lion’s Roar) SN 47.12	https://www.mindreleased.com/pali-suttas	
Ud 2.10	TEXT_EXTRACTED	khuddaka-nikaya/udana	khuddaka-nikaya/udana/ud02-10/ud02-10.pdf	khuddaka-nikaya/udana/ud02-10/ud02-10.txt	208617	7166	pymupdf	901a4ceccc06b46eb4d0964b168925e129906dd6e964b2dbb91aa18b0c10366d	https://www.mindreleased.com/s/Udana-210_Bhaddiya-Sutta.pdf	Bhaddiya Sutta (The Venerable Bhaddiya) Ud. 2.10	https://www.mindreleased.com/pali-suttas	
MN 1	TEXT_EXTRACTED	majjhima-nikaya	majjhima-nikaya/mn01/mn01.pdf	majjhima-nikaya/mn01/mn01.txt	753702	212392	pymupdf	a6fe9bf4e9876fa04ee471885e25d114092d7ecc5256ddaa5a603469cb9c02f4	https://www.mindreleased.com/s/MN-1-Mlapariyya-Sutta-complete-2.pdf	Mūlapariyāya Sutta (The Root Pattern of Behavior of All Mind Objects) MN 1	https://www.mindreleased.com/pali-suttas	
AN 7.49	TEXT_EXTRACTED	anguttara-nikaya	anguttara-nikaya/an07-49/an07-49.pdf	anguttara-nikaya/an07-49/an07-49.txt	228569	24288	pymupdf	01a8f9871a866aedcfde63f0d6ec5e7d4cdf9ba1668dcb29d56b2405eea03630	https://www.mindreleased.com/s/AN-749-Dutiya-Sa-Sutta-2afw.pdf	Dutiya Saññā Sutta (On Perceptions – Part 2) AN 7.49	https://www.mindreleased.com/pali-suttas	
SN 14.9	TEXT_EXTRACTED	samyutta-nikaya	samyutta-nikaya/sn14-09/sn14-09.pdf	samyutta-nikaya/sn14-09/sn14-09.txt	243975	11159	pymupdf	d7528a2e7fa7dd83f586c758b2d8f7c3d6e59684268f5a2450ecfb4edffbfcfc	https://www.mindreleased.com/s/SN-149-Bhira-Phassa-Nnatta-Sutta.pdf	Bāhira Phassa Nānatta Sutta (Assets Acquired through Contact that One Doesn’t Let Go) SN 14.9	https://www.mindreleased.com/pali-suttas	
Dhp 2.21	TEXT_EXTRACTED	khuddaka-nikaya/dhammapada	khuddaka-nikaya/dhammapada/dhp02-21/dhp02-21.pdf	khuddaka-nikaya/dhammapada/dhp02-21/dhp02-21.txt	225078	1350	pymupdf	799a2a9356cac27beccec002e0b2890f94d05fd1683c605dbe63535769c120f7	https://www.mindreleased.com/s/Dhp-221-23-Smvati-Vatthu-Appamda-Vagga.pdf	Sāmāvatī Vatthu (Queen Sāmāvatī’s Example) Dhp. 2.21-23	https://www.mindreleased.com/pali-suttas	
AN 7.53	TEXT_EXTRACTED	anguttara-nikaya	anguttara-nikaya/an07-53/an07-53.pdf	anguttara-nikaya/an07-53/an07-53.txt	182617	7581	pymupdf	d68b3dfa060c59505a4a300a794600bd5b3043475359d69315cca3f83429c09b	https://www.mindreleased.com/s/AN-753-Nandamt-Sutta-copy.pdf	Nandamātā Sutta (Nanda’s Mother) AN 7.53	https://www.mindreleased.com/pali-suttas	
AN 8.22	TEXT_EXTRACTED	anguttara-nikaya	anguttara-nikaya/an08-22/an08-22.pdf	anguttara-nikaya/an08-22/an08-22.txt	209927	8090	pymupdf	bf52ffbe6a268f881c9d1750012f697cae98cfa779de48ce755434b984f6548b	https://www.mindreleased.com/s/AN-822-Dutiya-Ugga-Sutta.pdf	Dutiya Ugga Sutta (Ugga of Hatthigāma: The Second Ugga) AN 8.22	https://www.mindreleased.com/pali-suttas	
AN 8.23	TEXT_EXTRACTED	anguttara-nikaya	anguttara-nikaya/an08-23/an08-23.pdf	anguttara-nikaya/an08-23/an08-23.txt	218594	6605	pymupdf	6c849b2d7a7a6c0def767d324499f4280d6857d9f402572d8ff09272e9755993	https://www.mindreleased.com/s/AN-823-24-Pahama-Dutiya-Hatthaka-Suttas.pdf	Paṭhama & Dutiya Hatthaka (Hatthaka of Ālavi – Parts 1 & 2) AN 8.23-24	https://www.mindreleased.com/pali-suttas	
MN 135	TEXT_EXTRACTED	majjhima-nikaya	majjhima-nikaya/mn135/mn135.pdf	majjhima-nikaya/mn135/mn135.txt	248574	27313	pymupdf	32a7627c1193c29c1f90ef2de8bc8d78e80fa3f59791daf58ff32a4d56b0d55d	https://www.mindreleased.com/s/MN-135-Ca-Kammavibhaga-Sutta-2.pdf	ūḷa Kammavibhaṅga Sutta (The Shorter Classification on Kamma or Intentional Actions) MN 135	https://www.mindreleased.com/pali-suttas	
AN 6.63	TEXT_EXTRACTED	anguttara-nikaya	anguttara-nikaya/an06-63/an06-63.pdf	anguttara-nikaya/an06-63/an06-63.txt	238447	18911	pymupdf	164f32d1e200d0e0a72e316a36a0e9bafb0d5323a5be2fdaed87373ba973a7c6	https://www.mindreleased.com/s/AN-663-Nibbedhika-Pariyya-Sutta.pdf	Nibbedhika Pariyāya Sutta (Penetrating) AN 6.63	https://www.mindreleased.com/pali-suttas	
AN 11.9	TEXT_EXTRACTED	anguttara-nikaya	anguttara-nikaya/an11-09/an11-09.pdf	anguttara-nikaya/an11-09/an11-09.txt	246933	18880	pymupdf	33aa7fa85514fd00340aa08649e86a2b39e2ad046d2f588d035c17cf405da5a5	https://www.mindreleased.com/s/AN-119-Saddha-Sutta.pdf	Saddha Sutta (The Venerable Saddha) AN 11.9	https://www.mindreleased.com/pali-suttas	
SN 45.2	TEXT_EXTRACTED	samyutta-nikaya	samyutta-nikaya/sn45-02/sn45-02.pdf	samyutta-nikaya/sn45-02/sn45-02.txt	249507	5905	pymupdf	1ee0b165831f9ceb527fab825007b38c3e92e1c8b5daaaea011fa7d4b3420e6a	https://www.mindreleased.com/s/SN-452-Upaha-Sutta.pdf	Upaḍḍha Sutta (Making Up Half) SN 45.2	https://www.mindreleased.com/pali-suttas	
SN 45.3	TEXT_EXTRACTED	samyutta-nikaya	samyutta-nikaya/sn45-03/sn45-03.pdf	samyutta-nikaya/sn45-03/sn45-03.txt	256973	5840	pymupdf	38afb97402581bf964f571c607ee71986683d160f74839dca7a9dea527d2eede	https://www.mindreleased.com/s/SN-453-Sriputta-Sutta.pdf	Sāriputta Sutta (Discourse to Sāriputta) SN 45.3	https://www.mindreleased.com/pali-suttas	
Snp 1.1	TEXT_EXTRACTED	khuddaka-nikaya/sutta-nipata	khuddaka-nikaya/sutta-nipata/snp01-01/snp01-01.pdf	khuddaka-nikaya/sutta-nipata/snp01-01/snp01-01.txt	178420	4542	pymupdf	5c6369760545ec113aebe6b0add843097844e1877d8e2cb84c2568b765f84574	https://www.mindreleased.com/s/Snp-11-Uraga-Sutta-gmj3.pdf	Uraga Sutta (The Snake) Snp 1.1	https://www.mindreleased.com/pali-suttas	
SN 14.32	TEXT_EXTRACTED	samyutta-nikaya	samyutta-nikaya/sn14-32/sn14-32.pdf	samyutta-nikaya/sn14-32/sn14-32.txt	216967	5754	pymupdf	3b0754204a036859e0f0c633e0c12f9ef1b718f53fb1c42a3cee141a575de15d	https://www.mindreleased.com/s/SN-1432-Acari-Sutta.pdf	Acariṁ Sutta (Quest for Gratification) SN 14.32	https://www.mindreleased.com/pali-suttas	
MN 57	TEXT_EXTRACTED	majjhima-nikaya	majjhima-nikaya/mn57/mn57.pdf	majjhima-nikaya/mn57/mn57.txt	210805	17717	pymupdf	133739edf7c5eee1305704d29bbee5f8ef90bbff06c7e827cfc6222d65bed03c	https://www.mindreleased.com/s/MN-57-Kukkuravadika-Sutta.pdf	Kukkuravatika Sutta (The Man who Identified as a Dog) MN 57	https://www.mindreleased.com/pali-suttas	
AN 9.6	TEXT_EXTRACTED	anguttara-nikaya	anguttara-nikaya/an09-06/an09-06.pdf	anguttara-nikaya/an09-06/an09-06.txt	198370	10920	pymupdf	a418a2fe3574d9d99333d9df2966234ee7be76b3b9a4bf0a9b62b7b276a9ca11	https://www.mindreleased.com/s/AN-96-Sevan-Sutta.pdf	Sevanā Sutta (Companionships) AN 9.6	https://www.mindreleased.com/pali-suttas	
SN 11.3	TEXT_EXTRACTED	samyutta-nikaya	samyutta-nikaya/sn11-03/sn11-03.pdf	samyutta-nikaya/sn11-03/sn11-03.txt	242943	7052	pymupdf	0db215e6105933fb802ed77bb1f399dc94af99fe49cb129c8fc3eaf1137ef464	https://www.mindreleased.com/s/SN-113-Dhajagga-Sutta.pdf	Dhajagga Sutta (The Crest-bearing Flag) SN 11.3	https://www.mindreleased.com/pali-suttas	
Snp 4.11	TEXT_EXTRACTED	khuddaka-nikaya/sutta-nipata	khuddaka-nikaya/sutta-nipata/snp04-11/snp04-11.pdf	khuddaka-nikaya/sutta-nipata/snp04-11/snp04-11.txt	178642	5002	pymupdf	2a7a965c4fa38098bf7b53deabf53feee099faf13b63754a26f016891f52d103	https://www.mindreleased.com/s/Snp-411-Kalahavivda-Sutta-SES.pdf	Kalahavivāda Sutta (On Fighting & Conflicts) Snp. 4.11	https://www.mindreleased.com/pali-suttas	
AN 8.82	TEXT_EXTRACTED	anguttara-nikaya	anguttara-nikaya/an08-82/an08-82.pdf	anguttara-nikaya/an08-82/an08-82.txt	188773	7761	pymupdf	e3c767a2c53834bba2e2694399fedf225c1a7aa43c5f6d3f7f550fb09c64e044	https://www.mindreleased.com/s/AN-882-Puiya-Sutta.pdf	uṇṇiya Sutta (The Venerable Puṇṇiya) AN 8.82	https://www.mindreleased.com/pali-suttas	
Mil 7.8.7	TEXT_EXTRACTED	khuddaka-nikaya/milindapanha	khuddaka-nikaya/milindapanha/mil-7-8-7/mil-7-8-7.pdf	khuddaka-nikaya/milindapanha/mil-7-8-7/mil-7-8-7.txt	281030	10175	pymupdf	96319f99f5d99f3c66fa1f3fbebc8c97f01ea0ee9ca31c3ce2c20c8f726584e3	https://www.mindreleased.com/s/Mil-787-Isssaga-Paha.pdf	ssāsaṅga Pañha (Inquiring about ‘The Archer’) Mil. 7.8.7	https://www.mindreleased.com/pali-suttas	
AN 10.54	TEXT_EXTRACTED	anguttara-nikaya	anguttara-nikaya/an10-54/an10-54.pdf	anguttara-nikaya/an10-54/an10-54.txt	182030	9400	pymupdf	be1540456ca17a2d632be124282e04f64cb66557683989446faf794cef92024b	https://www.mindreleased.com/s/AN-1054-Samatha-Sutta.pdf	Samatha Sutta (Internal Serenity) AN 10.54	https://www.mindreleased.com/pali-suttas	
AN 9.34	TEXT_EXTRACTED	anguttara-nikaya	anguttara-nikaya/an09-34/an09-34.pdf	anguttara-nikaya/an09-34/an09-34.txt	189859	11651	pymupdf	7976579826421b7370db5334f788e2c052d472152ea7c8c24cc59a674ba190e1	https://www.mindreleased.com/s/AN-934-Nibbnasukha-Sutta.pdf	Nibbānasukha Sutta (The Bliss that is Nibbāna) AN 9.34	https://www.mindreleased.com/pali-suttas	
SN 7.2	TEXT_EXTRACTED	samyutta-nikaya	samyutta-nikaya/sn07-02/sn07-02.pdf	samyutta-nikaya/sn07-02/sn07-02.txt	261551	6872	pymupdf	cab15248c31aab52f34587fb542e1747f4c2856080f13cfb0f5d5f209c14c229	https://www.mindreleased.com/s/SN-72-Akkosa-Sutta.pdf	Akkosa Sutta (The Verbal Abuser) SN 7.2	https://www.mindreleased.com/pali-suttas	
Snp 1.3	TEXT_EXTRACTED	khuddaka-nikaya/sutta-nipata	khuddaka-nikaya/sutta-nipata/snp01-03/snp01-03.pdf	khuddaka-nikaya/sutta-nipata/snp01-03/snp01-03.txt	197492	11683	pymupdf	d123cad7edfae274206c0069aac69edf82d26f389ae56f41f2e1b36ccf4571a4	https://www.mindreleased.com/s/Snp-13-Khaggavisa-Sutta.pdf	Khaggavisāṇa Sutta (The Horned Rhinoceros) Snp 1.3	https://www.mindreleased.com/pali-suttas	
AN 5.79	TEXT_EXTRACTED	anguttara-nikaya	anguttara-nikaya/an05-79/an05-79.pdf	anguttara-nikaya/an05-79/an05-79.txt	200377	8065	pymupdf	b61245f878f558d7a2a2f8f3ce2a44411706b039b2ca510616127752173dcadd	https://www.mindreleased.com/s/AN-579-Tatiya-Angatabhaya-Sutta.pdf	Tatiya Anāgatabhaya Sutta (On Terrors to Come– Part 3) AN 5.79	https://www.mindreleased.com/pali-suttas	
SN 20.7	TEXT_EXTRACTED	samyutta-nikaya	samyutta-nikaya/sn20-07/sn20-07.pdf	samyutta-nikaya/sn20-07/sn20-07.txt	220094	4344	pymupdf	ff731ccf95aedc38eadb0f0baa894c94b5b5c72ba6744426c408a03ef5ea6dd6	https://www.mindreleased.com/s/SN-207-i-Sutta.pdf	Āṇi Sutta (Discourse on the Drum-Peg) SN 20.7	https://www.mindreleased.com/pali-suttas	
SN 4.19	TEXT_EXTRACTED	samyutta-nikaya	samyutta-nikaya/sn04-19/sn04-19.pdf	samyutta-nikaya/sn04-19/sn04-19.txt	272554	8846	pymupdf	b96934e7621d7c6aed03a18bf3e8174fd59818385a56063b2fbad5bcb9a8dc70	https://www.mindreleased.com/s/SN-419-Kassaka-Sutta.pdf	Kassaka Sutta (The Farmer) SN 4.19	https://www.mindreleased.com/pali-suttas	
SN 6.1	TEXT_EXTRACTED	samyutta-nikaya	samyutta-nikaya/sn06-01/sn06-01.pdf	samyutta-nikaya/sn06-01/sn06-01.txt	266870	10916	pymupdf	7766b9f95f7f9a790142bf6bbab542b700b86686e158832839795ef20e90f657	https://www.mindreleased.com/s/SN-61-Brahmycana-Sutta.pdf	Brahmāyācana Sutta (The Brahma God’s Request) SN 6.1	https://www.mindreleased.com/pali-suttas	
MN 9	TEXT_EXTRACTED	majjhima-nikaya	majjhima-nikaya/mn09/mn09.pdf	majjhima-nikaya/mn09/mn09.txt	330814	66427	pymupdf	9a74325ed4e01646eab2bcbf35261b331d19c1e2b611809520f7e2e1045a5ab6	https://www.mindreleased.com/s/MN-9-Samm-Dihi-Sutta.pdf	Sammā Diṭṭhi Sutta (Discourse on Right View) MN 9	https://www.mindreleased.com/pali-suttas	
MN 4	TEXT_EXTRACTED	majjhima-nikaya	majjhima-nikaya/mn04/mn04.pdf	majjhima-nikaya/mn04/mn04.txt	288340	44568	pymupdf	cde75b5791f291d238b53923ad0b2c1c2f4c26a13d860bc1c6baa789a0dd3da9	https://www.mindreleased.com/s/MN-4-Bhayabherava-Sutta.pdf	Bhayabherava Sutta (Threats and Fears) MN 4	https://www.mindreleased.com/pali-suttas	
SN 23.2	TEXT_EXTRACTED	samyutta-nikaya	samyutta-nikaya/sn23-02/sn23-02.pdf	samyutta-nikaya/sn23-02/sn23-02.txt	228386	6396	pymupdf	9691e1818d7c8de8c62337193e46407639d8fbb6289bb318c6460e8e70fe3894	https://www.mindreleased.com/s/SN-232-Satta-Sutta-2.pdf	Satta Sutta (What Is a Sentient Being), SN 23.2	https://www.mindreleased.com/pali-suttas	
SN 23.1	TEXT_EXTRACTED	samyutta-nikaya	samyutta-nikaya/sn23-01/sn23-01.pdf	samyutta-nikaya/sn23-01/sn23-01.txt	239192	9004	pymupdf	0b6f0a4fcdfee8d45165f9344a275fe90303185e15505eb85043435f5d333491	https://www.mindreleased.com/s/SN-231-Mra-Sutta-2.pdf	Māra Sutta (Who or What is Māra?) SN 23.1	https://www.mindreleased.com/pali-suttas	
AN 10.76	TEXT_EXTRACTED	anguttara-nikaya	anguttara-nikaya/an10-76/an10-76.pdf	anguttara-nikaya/an10-76/an10-76.txt	206627	17682	pymupdf	7bce496501a9e01430c33f5a098471a8519817fd5e30ba5e8ccf8629957eba29	https://www.mindreleased.com/s/AN-1076-Tayodhamma-Sutta.pdf	Tayodhamma Sutta (The Three Things) AN 10.76	https://www.mindreleased.com/pali-suttas	
SN 12.61	TEXT_EXTRACTED	samyutta-nikaya	samyutta-nikaya/sn12-61/sn12-61.pdf	samyutta-nikaya/sn12-61/sn12-61.txt	236761	7734	pymupdf	eaeb1c643e4bbd24f035c2a6aebe046f3a2804c1562fc211b264c89cb011f9e0	https://www.mindreleased.com/s/SN-1261-Assutav-Sutta.pdf	Assutavā Sutta (The Unlearned in the Dhamma) SN 12.61	https://www.mindreleased.com/pali-suttas	
MN 136	TEXT_EXTRACTED	majjhima-nikaya	majjhima-nikaya/mn136/mn136.pdf	majjhima-nikaya/mn136/mn136.txt	288396	36504	pymupdf	9ca3f0662c9824d665e0030ac845728d0ebae56d97dcc6696c2aa08f2d2a326a	https://www.mindreleased.com/s/MN-136-Mah-Kammavibhaga-Sutta.pdf	Mahā Kammavibhaṅga Sutta (Greater and Detailed Classification of Intentional Actions) MN 136	https://www.mindreleased.com/pali-suttas	
AN 11.16	TEXT_EXTRACTED	anguttara-nikaya	anguttara-nikaya/an11-16/an11-16.pdf	anguttara-nikaya/an11-16/an11-16.txt	250810	23775	pymupdf	0bb4ef5ea1da15eff787f1622de89243b7c11102aa2c4d2a9b415d499dc20f9d	https://www.mindreleased.com/s/AN-1116-Ahakangara-Sutta.pdf	Aṭṭhakanāgara Sutta (Discourses at Aṭṭhakanāgara) AN 11.16	https://www.mindreleased.com/pali-suttas	
MN 37	TEXT_EXTRACTED	majjhima-nikaya	majjhima-nikaya/mn37/mn37.pdf	majjhima-nikaya/mn37/mn37.txt	204310	14560	pymupdf	059683ff9496c98f5109928f817d7b2fd5a2400f64fda7f930f155186b0b33a3	https://www.mindreleased.com/s/MN-37-Ca-Tahsakhaya-Sutta-2.pdf	Cūḷa Taṇhāsaṅkhaya Sutta (Shorter Discourse on the Destruction of Craving) MN 37	https://www.mindreleased.com/pali-suttas	
MN 49	TEXT_EXTRACTED	majjhima-nikaya	majjhima-nikaya/mn49/mn49.pdf	majjhima-nikaya/mn49/mn49.txt	267860	37441	pymupdf	1ef59b4b1d7b45d6cf1238d5dd07db6b62650f883018bcd6c3625f9e7f4ca60d	https://www.mindreleased.com/s/MN-49-Brahm-Nimantaika-Sutta.pdf	Brahmā Nimantaṇika Sutta (Challenging & Instructing the Brahma Gods) MN 49	https://www.mindreleased.com/pali-suttas	
AN 8.7	TEXT_EXTRACTED	anguttara-nikaya	anguttara-nikaya/an08-07/an08-07.pdf	anguttara-nikaya/an08-07/an08-07.txt	199920	10490	pymupdf	f060ef10ad7757f2850eb27526f7851d36b9728601e9b5908fe14acd1d3503b8	https://www.mindreleased.com/s/AN-87-Devadatta-Vipatti-Sutta.pdf	Devadatta Vipatti Sutta (Devadatta’s Failure) AN 8.7	https://www.mindreleased.com/pali-suttas	
DN 9	TEXT_EXTRACTED	digha-nikaya	digha-nikaya/dn09/dn09.pdf	digha-nikaya/dn09/dn09.txt	565741	115293	pymupdf	1029ca4ba1ca012c545e5ca456b24837495839cc74b6196b2265ff3d888c20d3	https://www.mindreleased.com/s/DN-9-Pohapda-Sutta.pdf	Poṭṭhapāda Sutta (Discourse to Poṭṭhapāda) DN 9	https://www.mindreleased.com/pali-suttas	
SN 46.51	TEXT_EXTRACTED	samyutta-nikaya	samyutta-nikaya/sn46-51/sn46-51.pdf	samyutta-nikaya/sn46-51/sn46-51.txt	312120	24829	pymupdf	85091528ea33179415515368472754a05e4805c97c5e8eee6231260068e64bde	https://www.mindreleased.com/s/SN-4651-hra-Sutta.pdf	Āhāra Sutta (That Which Nourishes) SN 46.51	https://www.mindreleased.com/pali-suttas	
Thag 10.4	TEXT_EXTRACTED	khuddaka-nikaya/theragatha	khuddaka-nikaya/theragatha/thag10-04/thag10-04.pdf	khuddaka-nikaya/theragatha/thag10-04/thag10-04.txt	227382	3511	pymupdf	0f8eb50fcf784bcf3bc5adbaad60eaf61cb1a838bf25e8a013aaa47fa136352e	https://www.mindreleased.com/s/Thag-104-Capanthaka-Thera.pdf	Cūḷapanthaka Thera (Therāgathā - Verses of the Elder Bhikkhus) Thag. 10.4	https://www.mindreleased.com/pali-suttas	
