canonical_id	status	collection_path	pdf_path	txt_path	pdf_bytes	txt_chars	text_extractor	pdf_sha256	source_url	label	page_url	error
SN 22.89	TEXT_EXTRACTED	samyutta-nikaya	samyutta-nikaya/sn22-89/sn22-89.pdf	samyutta-nikaya/sn22-89/sn22-89.txt	196313	15850	pymupdf	ed9fb594952b2af75f06730ec2a01bc488c5fbdbda491407a5cb45b502af4044	https://www.mindreleased.com/s/SN-22-89-Khemaka-Sutta.pdf	Khemaka Sutta (With Khemaka) SN 22.89	https://www.mindreleased.com/pali-suttas	
SN 22.59	TEXT_EXTRACTED	samyutta-nikaya	samyutta-nikaya/sn22-59/sn22-59.pdf	samyutta-nikaya/sn22-59/sn22-59.txt	201393	8881	pymupdf	ccd53bd6a7f1cbeb7ec58a5f412cc0ee8c2a4ce8ac429c96b71ced85709ed5dc	https://www.mindreleased.com/s/SN-22-59-Anattalakkhaa-Sutta.pdf	Anattalakkhaṇa Sutta (Discourse on the Nature of Non-Substantiality) SN 22.59	https://www.mindreleased.com/pali-suttas	
SN 35.28	TEXT_EXTRACTED	samyutta-nikaya	samyutta-nikaya/sn35-28/sn35-28.pdf	samyutta-nikaya/sn35-28/sn35-28.txt	183892	7117	pymupdf	01cbac0e804b9af442aaf2749d33e585e5e63b8e1a28b9f88896c49edf5b29d3	https://www.mindreleased.com/s/SN-35-28-dittapariyya-Sutta.pdf	Ādittapariyāya Sutta (Discourse on Everything is Burning) SN 35.28	https://www.mindreleased.com/pali-suttas	
MN 130	TEXT_EXTRACTED	majjhima-nikaya	majjhima-nikaya/mn130/mn130.pdf	majjhima-nikaya/mn130/mn130.txt	202229	26330	pymupdf	6a774bdcf238a34f57f116691c68391cdfa20a22d564dfd590800a18104008cd	https://www.mindreleased.com/s/MN-130-Devaduta-Sutta.pdf	Devaduta Sutta (The Divine Messengers, i.e. “On The Great Hell”) MN 130	https://www.mindreleased.com/pali-suttas	
DN 23	TEXT_EXTRACTED	digha-nikaya	digha-nikaya/dn23/dn23.pdf	digha-nikaya/dn23/dn23.txt	329368	75741	pymupdf	19e90cf404b42c43ecc510e96752aca17861a24c1e4f4325e5e6aafbd8d7d31a	https://www.mindreleased.com/s/DN-23-Pysi-Sutta.pdf	Pāyāsi Sutta (Prince Pāyāsi) DN 23	https://www.mindreleased.com/pali-suttas	
MN 143	TEXT_EXTRACTED	majjhima-nikaya	majjhima-nikaya/mn143/mn143.pdf	majjhima-nikaya/mn143/mn143.txt	174648	16256	pymupdf	52ca01ae61b46a0d1b7b86733458550542a87f2f8e8d64a9c17181e08268946a	https://www.mindreleased.com/s/MN-143-Anthapiikovda-Sutta.pdf	Anāthapiṇḍikovāda Sutta (Advice to Anāthapiṇḍika) MN 143	https://www.mindreleased.com/pali-suttas	
AN 7.42	TEXT_EXTRACTED	anguttara-nikaya	anguttara-nikaya/an07-42/an07-42.pdf	anguttara-nikaya/an07-42/an07-42.txt	163629	3433	pymupdf	8b76774d8bba22e0d680808a6b49131c4b16c3bb964318bdf8ec4760785c8e14	https://www.mindreleased.com/s/AN-742-Pahama-Niddasa-Sutta.pdf	Paṭhama Niddasa Sutta (True Measure for Seniority – Part 1) AN 7.42	https://www.mindreleased.com/pali-suttas	
AN 7.43	TEXT_EXTRACTED	anguttara-nikaya	anguttara-nikaya/an07-43/an07-43.pdf	anguttara-nikaya/an07-43/an07-43.txt	164920	3238	pymupdf	a75212fcb103c3593ff1c5aeec272bcf43091e7f379c64eefb1629411d12601b	https://www.mindreleased.com/s/AN-743-Dutiya-Niddasa-Sutta.pdf	Dutiya Niddasa Sutta (True Measure for Seniority – Part 2) AN 7.43	https://www.mindreleased.com/pali-suttas	
Ud 1.10	TEXT_EXTRACTED	khuddaka-nikaya/udana	khuddaka-nikaya/udana/ud01-10/ud01-10.pdf	khuddaka-nikaya/udana/ud01-10/ud01-10.txt	160172	7213	pymupdf	9949e738b98a1800ae21d4de1c1a6b555a535f9f9724c97c857913701fa2ed51	https://www.mindreleased.com/s/Udana-110_Bhiya-Sutta.pdf	Bāhiya Sutta (Bāhiya) Ud 1.10	https://www.mindreleased.com/pali-suttas	
MN 56	TEXT_EXTRACTED	majjhima-nikaya	majjhima-nikaya/mn56/mn56.pdf	majjhima-nikaya/mn56/mn56.txt	279026	45891	pymupdf	6109ec91617126cab55d5fefb899fd70c91d5bb27f9db4a27d6a58bd220cee71	https://www.mindreleased.com/s/MN-56-Upli-Sutta.pdf	Upāli Sutta (The Householder Upāli) MN 56	https://www.mindreleased.com/pali-suttas	
Snp complete	TEXT_EXTRACTED	khuddaka-nikaya/sutta-nipata	khuddaka-nikaya/sutta-nipata/snp-complete/snp-complete.pdf	khuddaka-nikaya/sutta-nipata/snp-complete/snp-complete.txt	20709950	420379	pymupdf	bcb67ef9adbf34fd48b1458a6a05b151553b983e4ac35c7e90b2074e4b21fff6	https://www.mindreleased.com/s/Sutta-Nipta_Bhikkhu_Candana_2026-sm.pdf	Sutta Nipata complete PDF	https://www.mindreleased.com/sutta-nipata	
